,title,vote_count,vote_average,genres,popularity,imdb_id
529,Shadowlands,61.0,6.8,"['Drama', 'Romance']",2.9658599999999997,tt0108101
530,Short Cuts,136.0,6.9,"['Comedy', 'Drama']",8.829336999999999,tt0108122
533,Six Degrees of Separation,75.0,6.5,"['Mystery', 'Drama', 'Comedy']",8.730025,tt0108149
534,Sleepless in Seattle,630.0,6.5,"['Comedy', 'Drama', 'Romance']",10.234919,tt0108160
535,Sliver,144.0,4.9,"['Drama', 'Thriller']",11.23297,tt0108162
536,Blade Runner,3833.0,7.9,"['Science Fiction', 'Drama', 'Thriller']",96.272374,tt0083658
537,Son in Law,81.0,5.6,"['Comedy', 'Drama', 'Romance']",9.122717999999999,tt0108186
538,So I Married an Axe Murderer,131.0,6.1,"['Comedy', 'Crime', 'Romance']",8.051914,tt0108174
539,Striking Distance,223.0,5.4,"['Crime', 'Action', 'Mystery', 'Thriller']",13.390917000000002,tt0108238
541,Super Mario Bros.,236.0,4.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",7.198455,tt0108255
542,Surviving the Game,53.0,6.1,"['Action', 'Adventure', 'Thriller', 'Crime']",3.6446410000000005,tt0111323
543,Terminal Velocity,82.0,5.0,"['Action', 'Thriller']",8.012225,tt0111400
545,Threesome,57.0,6.3,"['Comedy', 'Drama', 'Family', 'Romance']",10.82236,tt0111418
546,The Nightmare Before Christmas,2135.0,7.6,"['Fantasy', 'Animation', 'Family']",17.730913,tt0107688
547,The Three Musketeers,219.0,6.2,"['Action', 'Adventure', 'Comedy']",6.34785,tt0108333
548,Tombstone,632.0,7.4,"['Action', 'Adventure', 'Drama', 'History', 'Western']",11.338194,tt0108358
550,True Romance,762.0,7.5,"['Action', 'Thriller', 'Crime', 'Romance']",17.189328,tt0108399
552,The Pagemaster,178.0,6.2,"['Fantasy', 'Science Fiction', 'Family', 'Animation']",7.436000999999999,tt0110763
556,Welcome to the Dollhouse,103.0,6.9,"['Comedy', 'Drama']",5.14056,tt0114906
559,Cronos,153.0,6.4,"['Drama', 'Horror', 'Thriller']",5.513024,tt0104029
561,Kika,58.0,6.8,"['Comedy', 'Drama']",3.647321,tt0107315
567,"Ciao, Professore!",74.0,7.2,"['Comedy', 'Foreign']",3.456868,tt0107225
569,The Little Rascals,214.0,6.3,"['Romance', 'Comedy', 'Family']",6.707109,tt0110366
578,The Brady Bunch Movie,87.0,5.9,['Comedy'],4.233092,tt0112572
579,Home Alone,2487.0,7.1,"['Comedy', 'Family']",0.702543,tt0099785
580,Ghost,1381.0,6.9,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",11.945397,tt0099653
581,Aladdin,3495.0,7.4,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']",16.357419,tt0103639
582,Terminator 2: Judgment Day,4274.0,7.7,"['Action', 'Thriller', 'Science Fiction']",22.661695,tt0103064
583,Dances with Wolves,1084.0,7.6,"['Adventure', 'Drama', 'Western']",11.654349,tt0099348
585,Batman,2145.0,7.0,"['Fantasy', 'Action']",19.10673,tt0096895
586,The Silence of the Lambs,4549.0,8.1,"['Crime', 'Drama', 'Thriller']",4.307222,tt0102926
587,Snow White and the Seven Dwarfs,1973.0,6.9,"['Fantasy', 'Animation', 'Family']",16.263878,tt0029583
588,Beauty and the Beast,3029.0,7.5,"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']",23.433511,tt0101414
589,Pinocchio,1412.0,6.9,"['Animation', 'Family']",14.202283999999999,tt0032910
590,Pretty Woman,1807.0,7.0,"['Romance', 'Comedy']",13.348451,tt0100405
592,The Wild Bunch,266.0,7.7,"['Adventure', 'Western']",11.722424,tt0065214
597,One Fine Day,160.0,6.1,"['Comedy', 'Romance']",7.009946,tt0117247
598,Candyman: Farewell to the Flesh,64.0,5.0,['Horror'],4.9835519999999995,tt0112625
600,Fargo,2080.0,7.7,"['Crime', 'Drama', 'Thriller']",12.61469,tt0116282
601,Homeward Bound II: Lost in San Francisco,105.0,6.0,"['Adventure', 'Comedy', 'Drama', 'Family']",14.657754,tt0116552
602,Heavy Metal,150.0,6.3,"['Animation', 'Science Fiction']",7.640072999999999,tt0082509
603,Hellraiser: Bloodline,111.0,4.9,"['Horror', 'Thriller', 'Science Fiction']",5.263187,tt0116514
605,Jane Eyre,51.0,7.1,"['Drama', 'Romance']",2.420301,tt0116684
608,The Aristocats,1287.0,7.1,"['Animation', 'Comedy', 'Family', 'Adventure']",9.834047,tt0065421
618,The Last Supper,82.0,6.5,"['Comedy', 'Thriller', 'Crime', 'Drama']",4.619915,tt0113613
619,Primal Fear,644.0,7.4,"['Crime', 'Drama', 'Mystery', 'Thriller']",10.326213000000001,tt0117381
622,All Dogs Go to Heaven 2,50.0,5.0,"['Romance', 'Animation', 'Family', 'Adventure', 'Fantasy']",5.028897,tt0115509
623,Land and Freedom,53.0,7.0,"['Drama', 'History', 'War', 'Romance']",6.144235,tt0114671
628,Sgt. Bilko,96.0,5.5,"['Comedy', 'Family']",5.70904,tt0117608
631,Diabolique,74.0,5.4,"['Drama', 'Horror', 'Mystery', 'Thriller']",4.530079,tt0116095
632,"Little Indian, Big City",145.0,6.0,"['Adventure', 'Drama', 'Comedy', 'Family']",4.7281629999999994,tt0111543
637,Courage Under Fire,240.0,6.2,"['Drama', 'Thriller', 'Mystery', 'War']",11.595316,tt0115956
638,Mission: Impossible,2677.0,6.7,"['Adventure', 'Action', 'Thriller']",15.793477,tt0117060
643,DragonHeart,553.0,6.4,['Fantasy'],23.636589999999998,tt0116136
649,Purple Noon,73.0,7.3,"['Crime', 'Drama', 'Thriller']",3.804493,tt0054189
651,James and the Giant Peach,375.0,6.2,"['Adventure', 'Animation', 'Family']",13.217623000000001,tt0116683
652,Fear,157.0,6.1,"['Drama', 'Thriller', 'Romance']",6.9549259999999995,tt0116287
655,Underground,143.0,7.5,"['War', 'Drama', 'Comedy']",14.587894,tt0114787
658,Pather Panchali,63.0,7.9,['Drama'],3.9007089999999995,tt0048473
660,Mystery Science Theater 3000: The Movie,71.0,7.0,"['Comedy', 'Science Fiction']",2.985163,tt0117128
662,Space Jam,1335.0,6.5,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",11.054250999999999,tt0117705
663,Barbarella,149.0,5.7,['Science Fiction'],14.304205,tt0062711
668,Alphaville,100.0,6.8,"['Drama', 'Science Fiction', 'Mystery']",4.658149,tt0058898
680,The Substitute,60.0,5.8,"['Action', 'Thriller']",10.685369999999999,tt0117774
690,The Quest,126.0,5.3,"['Action', 'Adventure']",7.941972,tt0117420
693,Mulholland Falls,73.0,6.2,"['Drama', 'Mystery', 'Thriller']",5.794630000000001,tt0117107
694,The Truth About Cats & Dogs,86.0,5.7,"['Comedy', 'Romance']",5.1212029999999995,tt0117979
695,Oliver & Company,372.0,6.5,"['Animation', 'Comedy', 'Family']",10.813578999999999,tt0095776
697,Flipper,85.0,5.3,"['Adventure', 'Family']",4.5570059999999994,tt0116322
700,Dead Man,397.0,7.2,"['Drama', 'Fantasy', 'Western']",6.505272,tt0112817
704,The Visitors,433.0,7.1,"['Fantasy', 'Comedy', 'Science Fiction']",7.326169,tt0108500
705,Multiplicity,158.0,5.5,"['Comedy', 'Fantasy', 'Science Fiction']",8.768806,tt0117108
708,The Craft,388.0,6.3,"['Drama', 'Fantasy', 'Horror', 'Thriller']",12.860385,tt0115963
716,The Rock,1474.0,6.9,"['Action', 'Adventure', 'Thriller']",13.249823999999998,tt0117500
718,Cemetery Man,105.0,7.0,"['Fantasy', 'Drama', 'Horror', 'Comedy']",6.247819,tt0109592
719,Twister,966.0,6.1,"['Action', 'Adventure', 'Drama']",8.739144,tt0117998
720,Barb Wire,117.0,3.9,"['Action', 'Science Fiction']",5.877599,tt0115624
723,Ghost in the Shell,854.0,7.8,"['Action', 'Animation', 'Science Fiction']",10.686166,tt0113568
724,Thinner,125.0,5.5,"['Horror', 'Thriller']",4.856229,tt0117894
725,Spy Hard,148.0,4.9,"['Action', 'Comedy']",8.202057,tt0117723
727,A Close Shave,223.0,7.5,"['Family', 'Animation', 'Comedy']",6.796858,tt0112691
730,The Arrival,200.0,6.1,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",6.497591000000001,tt0115571
732,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1472.0,8.0,"['Drama', 'Comedy', 'War']",9.803980000000001,tt0057012
739,Ashes of Time,73.0,7.1,"['Drama', 'Action']",5.215992,tt0109688
742,Stalingrad,116.0,7.4,"['Drama', 'History', 'War']",7.6672839999999995,tt0108211
743,The Phantom,138.0,4.7,"['Adventure', 'Action']",8.079541,tt0117331
744,Striptease,210.0,4.4,"['Drama', 'Thriller', 'Crime']",11.341502,tt0117765
747,Jack,340.0,5.9,"['Comedy', 'Drama', 'Science Fiction']",6.2872449999999995,tt0116669
758,Trainspotting,2737.0,7.8,"['Drama', 'Crime']",19.348466000000002,tt0117951
760,Independence Day,3334.0,6.7,"['Action', 'Adventure', 'Science Fiction']",17.634197,tt0116629
761,Stealing Beauty,99.0,6.6,"['Drama', 'Romance']",6.418805,tt0117737
762,The Fan,202.0,5.7,"['Drama', 'Mystery', 'Thriller']",12.202063,tt0116277
763,The Hunchback of Notre Dame,1182.0,6.8,"['Drama', 'Animation', 'Family']",13.553999,tt0116583
764,The Cable Guy,603.0,5.7,"['Comedy', 'Drama', 'Thriller']",7.586577,tt0115798
765,Kingpin,248.0,6.7,['Comedy'],11.633347,tt0116778
766,Eraser,553.0,5.6,"['Action', 'Drama', 'Mystery', 'Thriller']",6.919314,tt0116213
768,The Nutty Professor,717.0,5.4,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",9.651581,tt0117218
777,Daylight,385.0,5.8,"['Action', 'Adventure', 'Thriller']",11.995799,tt0116040
778,The Frighteners,413.0,6.7,"['Horror', 'Comedy']",12.09096,tt0116365
779,Lone Star,79.0,6.9,"['Drama', 'Mystery', 'Romance']",9.069963000000001,tt0116905
781,Phenomenon,328.0,6.2,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",5.575991999999999,tt0117333
783,She's the One,71.0,5.7,"['Comedy', 'Romance']",10.827266,tt0117628
784,A Time to Kill,522.0,7.0,"['Crime', 'Drama', 'Thriller']",13.309013,tt0117913
789,Kazaam,60.0,3.6,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",8.962892,tt0116756
804,The Adventures of Pinocchio,55.0,5.0,"['Animation', 'Family', 'Fantasy']",7.523528,tt0115472
805,Joe's Apartment,87.0,5.0,"['Fantasy', 'Comedy', 'Music']",9.490858,tt0116707
806,The First Wives Club,172.0,6.5,['Comedy'],10.177303,tt0116313
808,Ransom,482.0,6.4,"['Action', 'Thriller']",8.772188,tt0117438
809,High School High,51.0,5.4,['Comedy'],4.220058,tt0116531
812,Chain Reaction,291.0,5.3,"['Action', 'Drama', 'Science Fiction', 'Thriller']",15.874491,tt0115857
813,Matilda,892.0,6.9,"['Comedy', 'Family', 'Fantasy']",10.034915,tt0117008
814,Emma,152.0,6.7,"['Drama', 'Comedy', 'Romance']",6.593011,tt0116191
815,The Crow: City of Angels,119.0,5.2,"['Action', 'Fantasy', 'Thriller']",6.554678999999999,tt0115986
817,Eyes Without a Face,130.0,7.5,"['Drama', 'Horror', 'Thriller']",9.935891,tt0053459
818,Bordello of Blood,63.0,5.0,"['Horror', 'Comedy']",3.4504019999999995,tt0117826
825,Escape from L.A.,381.0,5.6,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",12.229381,tt0116225
827,Basquiat,97.0,6.6,"['Drama', 'History']",4.797674,tt0115632
828,Tin Cup,152.0,5.9,"['Comedy', 'Drama', 'Romance']",6.2496599999999995,tt0117918
834,The Godfather,6024.0,8.5,"['Drama', 'Crime']",41.109264,tt0068646
836,Police Story 3: Supercop,109.0,6.7,"['Action', 'Crime', 'Thriller']",6.751864,tt0104558
840,Bound,203.0,6.9,"['Crime', 'Drama', 'Romance', 'Thriller']",12.449574,tt0115736
853,The Relic,130.0,5.8,"['Horror', 'Mystery', 'Thriller']",7.699967,tt0120004
854,The Island of Dr. Moreau,148.0,4.6,"['Fantasy', 'Horror', 'Science Fiction']",12.725342999999999,tt0116654
859,Bulletproof,164.0,5.4,"['Action', 'Adventure', 'Comedy', 'Thriller']",7.859132000000001,tt0115783
861,The Land Before Time III: The Time of the Great Giving,86.0,6.1,"['Animation', 'Adventure', 'Family']",6.3724419999999995,tt0113596
864,Halloween: The Curse of Michael Myers,173.0,5.0,"['Horror', 'Thriller']",8.768288,tt0113253
871,The Philadelphia Story,196.0,7.7,"['Comedy', 'Romance']",8.888069,tt0032904
872,Singin' in the Rain,747.0,7.9,"['Comedy', 'Music', 'Romance']",11.064858000000001,tt0045152
873,An American in Paris,133.0,6.9,"['Drama', 'Comedy', 'Music', 'Romance']",5.5652029999999995,tt0043278
874,Funny Face,162.0,7.0,"['Music', 'Comedy', 'Romance']",5.461487,tt0050419
875,Breakfast at Tiffany's,1082.0,7.6,"['Comedy', 'Drama', 'Romance']",10.879289,tt0054698
876,Vertigo,1162.0,8.0,"['Mystery', 'Romance', 'Thriller']",18.20822,tt0052357
877,Rear Window,1531.0,8.2,"['Drama', 'Mystery', 'Thriller']",17.911314,tt0047396
878,It Happened One Night,283.0,7.7,"['Comedy', 'Romance']",6.465257,tt0025316
879,Gaslight,73.0,7.2,"['Drama', 'Mystery', 'Thriller', 'Crime']",14.545058,tt0036855
881,North by Northwest,1062.0,7.8,"['Mystery', 'Thriller']",12.410427,tt0053125
882,The Apartment,498.0,8.1,"['Comedy', 'Drama', 'Romance']",11.994280999999999,tt0053604
883,Some Like It Hot,835.0,8.0,"['Comedy', 'Romance']",11.845107,tt0053291
884,Charade,351.0,7.7,"['Comedy', 'Mystery', 'Romance', 'Thriller']",7.098731,tt0056923
885,Casablanca,1462.0,7.9,"['Drama', 'Romance']",13.916101000000001,tt0034583
886,The Maltese Falcon,435.0,7.8,"['Mystery', 'Crime', 'Thriller']",5.782544000000001,tt0033870
887,My Fair Lady,361.0,7.4,"['Drama', 'Family', 'Music', 'Romance']",12.494394,tt0058385
888,Sabrina,284.0,7.4,"['Comedy', 'Drama', 'Romance']",7.3597410000000005,tt0047437
889,Roman Holiday,502.0,7.8,"['Comedy', 'Romance']",11.954806,tt0046250
891,Meet Me in St. Louis,66.0,6.8,"['Comedy', 'Music', 'Romance']",7.331511,tt0037059
892,The Wizard of Oz,1689.0,7.4,"['Adventure', 'Family', 'Fantasy']",22.064932000000002,tt0032138
893,Gone with the Wind,995.0,7.7,"['Drama', 'Romance', 'War']",14.240357000000001,tt0031381
895,Sunset Boulevard,533.0,8.2,['Drama'],11.709777,tt0043014
896,Citizen Kane,1244.0,8.0,"['Mystery', 'Drama']",15.811921,tt0033467
897,2001: A Space Odyssey,3075.0,7.9,"['Science Fiction', 'Mystery', 'Adventure']",22.494622,tt0062622
899,All About Eve,367.0,8.0,['Drama'],12.063080000000001,tt0042192
901,Rebecca,346.0,7.7,"['Drama', 'Mystery']",8.590813,tt0032976
902,Foreign Correspondent,86.0,7.0,"['Mystery', 'Thriller', 'War']",9.955445,tt0032484
903,Notorious,345.0,7.8,"['Thriller', 'Drama', 'Romance']",10.135111,tt0038787
904,Spellbound,166.0,7.3,"['Drama', 'Mystery', 'Thriller']",5.47596,tt0038109
905,An Affair to Remember,101.0,7.1,"['Drama', 'Romance']",9.813419,tt0050105
906,To Catch a Thief,299.0,7.1,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",5.490505000000001,tt0048728
909,Ninotchka,77.0,7.3,"['Comedy', 'Romance']",5.120036,tt0031725
910,Love in the Afternoon,55.0,7.3,"['Comedy', 'Drama', 'Romance']",8.196679,tt0050658
911,Gigi,68.0,6.1,"['Comedy', 'Music', 'Romance']",10.36311,tt0051658
913,The Adventures of Robin Hood,170.0,7.6,"['Action', 'Adventure', 'Romance']",10.685036,tt0029843
915,Laura,173.0,7.6,"['Drama', 'Mystery']",9.884516,tt0037008
916,The Ghost and Mrs. Muir,59.0,7.3,"['Fantasy', 'Romance', 'Mystery']",3.008607,tt0039420
918,Top Hat,62.0,7.4,"['Comedy', 'Music', 'Romance']",7.122093,tt0027125
919,To Be or Not to Be,119.0,7.7,"['Comedy', 'War']",7.274947999999999,tt0035446
920,My Man Godfrey,69.0,7.7,"['Comedy', 'Romance']",5.480098,tt0028010
921,Giant,169.0,7.5,"['Action', 'Drama', 'Western']",10.864284,tt0049261
922,East of Eden,163.0,7.5,['Drama'],6.4288300000000005,tt0048028
923,The Thin Man,97.0,7.4,"['Comedy', 'Crime', 'Mystery']",10.573867,tt0025878
924,His Girl Friday,171.0,7.5,"['Comedy', 'Drama']",9.88321,tt0032599
925,Around the World in Eighty Days,85.0,6.5,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",6.164226,tt0048960
926,It's a Wonderful Life,1103.0,8.0,"['Drama', 'Family', 'Fantasy']",15.031588000000001,tt0038650
927,Mr. Smith Goes to Washington,245.0,7.9,"['Comedy', 'Drama']",8.168694,tt0031679
928,Bringing Up Baby,201.0,7.6,"['Comedy', 'Romance']",6.60577,tt0029947
938,The 39 Steps,217.0,7.4,"['Action', 'Thriller', 'Mystery']",5.865697,tt0026029
941,Night of the Living Dead,591.0,7.5,['Horror'],14.384198000000001,tt0063350
942,The African Queen,232.0,7.4,"['Adventure', 'War', 'Romance']",6.636872,tt0043265
944,Cat on a Hot Tin Roof,168.0,7.6,"['Drama', 'Romance']",11.794846000000001,tt0051459
946,Meet John Doe,52.0,7.3,"['Drama', 'Comedy', 'Romance']",10.750619,tt0033891
958,Fly Away Home,114.0,6.6,"['Action', 'Adventure', 'Drama', 'Family']",5.5111550000000005,tt0116329
962,Maximum Risk,104.0,5.3,"['Action', 'Adventure', 'Thriller']",7.370163000000001,tt0117011
963,Michael Collins,98.0,6.8,"['Drama', 'Thriller']",6.728199000000001,tt0117039
967,Last Man Standing,263.0,6.2,"['Action', 'Crime', 'Drama', 'Thriller']",11.845918,tt0116830
969,Set It Off,66.0,6.9,"['Drama', 'Action', 'Crime']",6.85606,tt0117603
970,2 Days in the Valley,73.0,5.9,"['Comedy', 'Crime']",4.989276,tt0115438
974,Extreme Measures,80.0,5.7,"['Drama', 'Thriller']",4.990506,tt0116259
975,The Glimmer Man,102.0,4.7,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",5.918737,tt0116421
976,D3: The Mighty Ducks,99.0,5.3,"['Action', 'Comedy', 'Drama', 'Family']",5.511475,tt0116000
977,The Chamber,62.0,5.9,"['Crime', 'Drama']",3.9984940000000004,tt0115862
980,Escape to Witch Mountain,60.0,6.5,"['Adventure', 'Fantasy', 'Science Fiction', 'Family']",7.1516910000000005,tt0072951
981,The Love Bug,126.0,6.0,"['Comedy', 'Family', 'Fantasy']",10.091707000000001,tt0064603
982,Herbie Rides Again,77.0,5.9,"['Romance', 'Comedy', 'Family', 'Fantasy']",4.914603,tt0071607
983,Old Yeller,68.0,7.0,"['Adventure', 'Drama', 'Western']",12.887829,tt0050798
984,The Parent Trap,92.0,6.8,"['Comedy', 'Family']",5.807074,tt0055277
985,Pollyanna,50.0,6.9,['Adventure'],3.254308,tt0054195
986,Homeward Bound: The Incredible Journey,218.0,6.6,"['Adventure', 'Comedy', 'Drama', 'Family']",7.186506,tt0107131
988,Swiss Family Robinson,88.0,7.0,"['Adventure', 'Family']",4.623089,tt0054357
990,"20,000 Leagues Under the Sea",160.0,6.9,"['Adventure', 'Drama', 'Science Fiction']",8.722406,tt0046672
991,Cool Runnings,510.0,6.8,['Comedy'],8.307210000000001,tt0106611
992,Angels in the Outfield,124.0,5.7,"['Fantasy', 'Drama', 'Comedy', 'Family']",10.892812,tt0109127
993,Cinderella,1760.0,6.8,"['Family', 'Fantasy', 'Animation', 'Romance']",14.436857999999999,tt0042332
995,The Three Caballeros,108.0,6.2,"['Animation', 'Family', 'Music']",8.702472,tt0038166
996,The Sword in the Stone,935.0,6.9,"['Animation', 'Family']",10.636458,tt0057546
998,Robin Hood: Prince of Thieves,937.0,6.6,['Adventure'],10.639244,tt0102798
999,Mary Poppins,1217.0,7.4,"['Comedy', 'Family', 'Fantasy']",15.11549,tt0058331
1000,Dumbo,1206.0,6.8,"['Animation', 'Family']",14.655879,tt0033563
1001,Pete's Dragon,201.0,6.4,"['Fantasy', 'Animation', 'Comedy', 'Family']",7.644722,tt0076538
1002,Bedknobs and Broomsticks,260.0,6.8,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Family', 'Music']",10.362012,tt0066817
1003,Alice in Wonderland,1557.0,7.0,"['Animation', 'Adventure', 'Family', 'Fantasy']",16.488937,tt0043274
1004,The Fox and the Hound,884.0,7.0,"['Adventure', 'Animation', 'Drama', 'Family']",10.197106,tt0082406
1005,Freeway,95.0,6.5,"['Comedy', 'Drama', 'Thriller']",7.088533,tt0116361
1006,The Sound of Music,966.0,7.4,"['Drama', 'Family', 'Music', 'Romance']",9.067730000000001,tt0059742
1007,Die Hard,4005.0,7.5,"['Action', 'Thriller']",16.640522,tt0095016
1008,The Lawnmower Man,198.0,5.4,"['Horror', 'Thriller', 'Science Fiction']",6.685948,tt0104692
1012,Secrets & Lies,127.0,7.1,['Drama'],11.223572,tt0117589
1013,That Thing You Do!,230.0,6.8,"['Comedy', 'Drama']",8.685761,tt0117887
1017,Beautiful Thing,76.0,7.3,"['Comedy', 'Drama', 'Romance']",5.766163,tt0115640
1018,The Long Kiss Goodnight,323.0,6.4,"['Crime', 'Action', 'Mystery', 'Thriller']",14.482345,tt0116908
1019,The Ghost and the Darkness,238.0,6.4,['Adventure'],10.789928,tt0116409
1021,Trees Lounge,51.0,6.7,"['Comedy', 'Drama']",3.464286,tt0117958
1027,Everyone Says I Love You,149.0,6.5,"['Music', 'Comedy', 'Romance']",9.649113,tt0116242
1029,Romeo + Juliet,1406.0,6.7,"['Drama', 'Romance']",11.774061,tt0117509
1030,Swingers,255.0,6.8,"['Comedy', 'Romance']",6.578025,tt0117802
1031,Sleepers,729.0,7.3,"['Crime', 'Drama', 'Thriller']",9.198283,tt0117665
1034,Aladdin and the King of Thieves,494.0,6.1,"['Adventure', 'Animation', 'Family']",8.654244,tt0115491
1042,Willy Wonka & the Chocolate Factory,826.0,7.4,"['Family', 'Fantasy']",12.416635000000001,tt0067992
1044,The Innocents,126.0,7.5,['Horror'],7.667964,tt0055018
1045,Sleeper,206.0,7.0,"['Comedy', 'Romance', 'Science Fiction']",6.048904,tt0070707
1046,Bananas,167.0,6.7,['Comedy'],4.331819,tt0066808
1047,A Fish Called Wanda,576.0,7.1,"['Comedy', 'Crime']",11.400352999999999,tt0095159
1048,Life of Brian,1230.0,7.7,['Comedy'],10.714172999999999,tt0079470
1049,Victor/Victoria,89.0,6.9,"['Comedy', 'Music', 'Romance']",5.378996,tt0084865
1051,The Great Race,64.0,7.2,"['Adventure', 'Comedy']",4.473326999999999,tt0059243
1052,Bonnie and Clyde,384.0,7.6,"['Crime', 'Drama']",12.109198,tt0061418
1054,Dial M for Murder,539.0,7.9,"['Crime', 'Mystery', 'Thriller']",7.853231,tt0046912
1056,Dirty Dancing,1371.0,7.1,"['Drama', 'Music', 'Romance']",14.044122,tt0092890
1057,Reservoir Dogs,3821.0,8.1,"['Crime', 'Thriller']",12.22034,tt0105236
1058,Platoon,1236.0,7.5,"['Drama', 'War', 'Action']",18.206972,tt0091763
1059,Weekend at Bernie's,255.0,6.4,['Comedy'],8.051891,tt0098627
1060,Basic Instinct,869.0,6.5,"['Thriller', 'Mystery']",16.628427,tt0103772
1061,The Doors,285.0,6.7,"['Drama', 'Music']",7.829619,tt0101761
1062,The Crying Game,180.0,6.9,"['Romance', 'Crime', 'Drama', 'Thriller']",7.404329,tt0104036
1063,Glengarry Glen Ross,330.0,7.5,"['Crime', 'Drama', 'Mystery']",6.792215,tt0104348
1064,Sophie's Choice,149.0,7.4,"['Drama', 'Romance']",15.417202,tt0084707
1065,E.T. the Extra-Terrestrial,3359.0,7.3,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']",19.358546,tt0083866
1068,Days of Thunder,359.0,5.9,['Adventure'],7.046753,tt0099371
